gene_id	gene_name	chromosome	start	end	strand	biotype	biotype_family	length	GC_content	no_of_transcripts
YKL165C-A		XI	135790	136023	-	protein_coding	coding	233	0.369	1
YKL165C	MCD4	XI	137932	140691	-	protein_coding	coding	2759	0.361	1
tE(UUC)K		XI	141018	141089	-	tRNA	snoncoding	71	0.549	1
YKL164C	PIR1	XI	141794	142819	-	protein_coding	coding	1025	0.457	1
YKL163W	PIR3	XI	144401	145378	+	protein_coding	coding	977	0.461	1
YKL162C-A		XI	145922	146074	-	protein_coding	coding	152	0.434	1
YKL162C		XI	147630	148838	-	protein_coding	coding	1208	0.363	1
YKL161C	KDX1	XI	149386	150687	-	protein_coding	coding	1301	0.377	1
YKL160W	ELF1	XI	153269	153706	+	protein_coding	coding	437	0.403	1
YKL159C	RCN1	XI	153816	154451	-	protein_coding	coding	635	0.386	1
YKL157W	APE2	XI	154991	158232	+	protein_coding	coding	3241	0.386	1
YKL156W	RPS27A	XI	158613	159212	+	protein_coding	coding	599	0.386	1
YKL156C-A		XI	158975	159091	-	protein_coding	coding	116	0.414	1
YKL155C	RSM22	XI	159456	161342	-	protein_coding	coding	1886	0.378	1
YKL154W	SRP102	XI	161601	162335	+	protein_coding	coding	734	0.375	1
tR(UCU)K		XI	162487	162558	-	tRNA	snoncoding	71	0.535	1
YKL153W		XI	163600	164109	+	protein_coding	coding	509	0.444	1
YKL152C	GPM1	XI	163642	164385	-	protein_coding	coding	743	0.447	1
YKL151C	NNR2	XI	164917	165930	-	protein_coding	coding	1013	0.432	1
YKL150W	MCR1	XI	166544	167452	+	protein_coding	coding	908	0.414	1
YKL149C	DBR1	XI	167612	168829	-	protein_coding	coding	1217	0.381	1
YKL148C	SDH1	XI	169207	171129	-	protein_coding	coding	1922	0.458	1
YKL147C		XI	171551	172168	-	protein_coding	coding	617	0.452	1
YKL146W	AVT3	XI	171783	173861	+	protein_coding	coding	2078	0.453	1
YKL145W	RPT1	XI	174213	175616	+	protein_coding	coding	1403	0.416	1
YKL145W-A		XI	174958	175050	+	protein_coding	coding	92	0.457	1
YKL144C	RPC25	XI	175843	176481	-	protein_coding	coding	638	0.387	1
YKL143W	LTV1	XI	176781	178172	+	protein_coding	coding	1391	0.390	1
YKL142W	MRP8	XI	178515	179174	+	protein_coding	coding	659	0.388	1
YKL141W	SDH3	XI	179667	180263	+	protein_coding	coding	596	0.419	1
YKL140W	TGL1	XI	180779	182425	+	protein_coding	coding	1646	0.375	1
YKL139W	CTK1	XI	182958	184544	+	protein_coding	coding	1586	0.362	1
YKL138C-A	HSK3	XI	184803	185012	-	protein_coding	coding	209	0.373	1
YKL138C	MRPL31	XI	185286	185681	-	protein_coding	coding	395	0.380	1
YKL137W	CMC1	XI	185957	186292	+	protein_coding	coding	335	0.364	1
YKL136W		XI	186416	186814	+	protein_coding	coding	398	0.367	1
YKL135C	APL2	XI	186460	188640	-	protein_coding	coding	2180	0.370	1
YKL134C	OCT1	XI	189124	191442	-	protein_coding	coding	2318	0.374	1
YKL133C		XI	191679	193070	-	protein_coding	coding	1391	0.364	1
YKL132C	RMA1	XI	193574	194866	-	protein_coding	coding	1292	0.400	1
YKL131W		XI	194478	194999	+	protein_coding	coding	521	0.386	1
YKL130C	SHE2	XI	195288	196028	-	protein_coding	coding	740	0.378	1
YKL129C	MYO3	XI	196349	200167	-	protein_coding	coding	3818	0.392	1
YKL128C	PMU1	XI	200884	201771	-	protein_coding	coding	887	0.437	1
tK(CUU)K		XI	202999	203071	+	tRNA	snoncoding	72	0.542	1
YKL127W	PGM1	XI	203541	205253	+	protein_coding	coding	1712	0.410	1
YKL126W	YPK1	XI	205707	207749	+	protein_coding	coding	2042	0.381	1
YKL125W	RRN3	XI	208247	210130	+	protein_coding	coding	1883	0.379	1
YKL124W	SSH4	XI	210593	212332	+	protein_coding	coding	1739	0.387	1
YKL123W		XI	212043	212423	+	protein_coding	coding	380	0.332	1
YKL122C	SRP21	XI	212495	212998	-	protein_coding	coding	503	0.362	1
YKL121W	DGR2	XI	214142	216700	+	protein_coding	coding	2558	0.382	1
YKL120W	OAC1	XI	217344	218318	+	protein_coding	coding	974	0.391	1
YKL119C	VPH2	XI	218570	219217	-	protein_coding	coding	647	0.363	1
YKL118W		XI	219126	219437	+	protein_coding	coding	311	0.328	1
tA(AGC)K1		XI	219895	219967	+	tRNA	snoncoding	72	0.639	1
YKL117W	SBA1	XI	220324	220974	+	protein_coding	coding	650	0.408	1
YKL116C	PRR1	XI	221344	222900	-	protein_coding	coding	1556	0.397	1
YKL115C		XI	222893	223285	-	protein_coding	coding	392	0.360	1
YKL114C	APN1	XI	223352	224455	-	protein_coding	coding	1103	0.385	1
YKL113C	RAD27	XI	224727	225875	-	protein_coding	coding	1148	0.402	1
YKL112W	ABF1	XI	226570	228765	+	protein_coding	coding	2195	0.396	1
YKL111C		XI	228464	228799	-	protein_coding	coding	335	0.400	1
YKL110C	KTI12	XI	228939	229880	-	protein_coding	coding	941	0.399	1
YKL109W	HAP4	XI	232227	233891	+	protein_coding	coding	1664	0.382	1
YKL108W	SLD2	XI	234426	235787	+	protein_coding	coding	1361	0.405	1
YKL107W		XI	236141	237070	+	protein_coding	coding	929	0.422	1
YKL106C-A		XI	237147	237266	-	protein_coding	coding	119	0.445	1
YKL106W	AAT1	XI	237536	238891	+	protein_coding	coding	1355	0.386	1
YKL105C	SEG2	XI	239185	242583	-	protein_coding	coding	3398	0.408	1
YKL104C	GFA1	XI	243220	245373	-	protein_coding	coding	2153	0.389	1
YKL103C		XI	246138	247682	-	protein_coding	coding	1544	0.440	1
YKL102C		XI	248062	248367	-	protein_coding	coding	305	0.423	1
YKL101W	HSL1	XI	248920	253476	+	protein_coding	coding	4556	0.385	1
YKL100C	YPF1	XI	253697	255460	-	protein_coding	coding	1763	0.368	1
YKL100W-A		XI	254159	254248	+	protein_coding	coding	89	0.427	1
YKL099C	UTP11	XI	255720	256472	-	protein_coding	coding	752	0.390	1
YKL098W	MTC2	XI	256770	257843	+	protein_coding	coding	1073	0.439	1
YKL097C		XI	258503	258913	-	protein_coding	coding	410	0.524	1
YKL096C-B		XI	259073	259222	-	protein_coding	coding	149	0.255	1
YKL096W-A	CWP2	XI	259253	259531	+	protein_coding	coding	278	0.507	1
YKL096W	CWP1	XI	261132	261851	+	protein_coding	coding	719	0.460	1
YKL095W	YJU2	XI	262277	263113	+	protein_coding	coding	836	0.402	1
YKL094W	YJU3	XI	263349	264290	+	protein_coding	coding	941	0.426	1
YKL093W	MBR1	XI	264789	265808	+	protein_coding	coding	1019	0.423	1
YKL092C	BUD2	XI	266145	269459	-	protein_coding	coding	3314	0.345	1
YKL091C	YKL091C	XI	269718	270650	-	protein_coding	coding	932	0.391	1
YKL090W	CUE2	XI	271878	273209	+	protein_coding	coding	1331	0.373	1
YKL089W	MIF2	XI	273394	275043	+	protein_coding	coding	1649	0.388	1
YKL088W	CAB3	XI	275283	276998	+	protein_coding	coding	1715	0.409	1
YKL087C	CYT2	XI	277189	277863	-	protein_coding	coding	674	0.442	1
YKL086W	SRX1	XI	278281	278664	+	protein_coding	coding	383	0.593	1
YKL085W	MDH1	XI	279123	280127	+	protein_coding	coding	1004	0.453	1
YKL084W	HOT13	XI	280509	280859	+	protein_coding	coding	350	0.414	1
YKL083W		XI	280921	281535	+	protein_coding	coding	614	0.347	1
YKL082C	RRP14	XI	281025	282329	-	protein_coding	coding	1304	0.381	1
YKL081W	TEF4	XI	282891	284455	+	protein_coding	coding	1564	0.398	1
snR38	SNR38	XI	283185	283279	+	snoRNA	snoncoding	94	0.266	1
YKL080W	VMA5	XI	285030	286208	+	protein_coding	coding	1178	0.385	1
YKL079W	SMY1	XI	286603	288573	+	protein_coding	coding	1970	0.372	1
YKL078W	DHR2	XI	288845	291052	+	protein_coding	coding	2207	0.394	1
YKL077W		XI	291453	292631	+	protein_coding	coding	1178	0.376	1
YKL076C	PSY1	XI	292838	293221	-	protein_coding	coding	383	0.389	1
YKL075C		XI	292956	294308	-	protein_coding	coding	1352	0.378	1
YKL074C	MUD2	XI	294610	296193	-	protein_coding	coding	1583	0.390	1
YKL073W	LHS1	XI	296430	299075	+	protein_coding	coding	2645	0.376	1
YKL072W	STB6	XI	299582	301882	+	protein_coding	coding	2300	0.367	1
tW(CCA)K		XI	302918	303023	+	tRNA	snoncoding	105	0.438	1
YKL071W		XI	305114	305884	+	protein_coding	coding	770	0.394	1
YKL070W		XI	306211	306720	+	protein_coding	coding	509	0.413	1
YKL069W	YKL069W	XI	307285	307827	+	protein_coding	coding	542	0.402	1
tV(AAC)K1		XI	308144	308217	-	tRNA	snoncoding	73	0.534	1
YKL068W-A		XI	309206	309442	+	protein_coding	coding	236	0.377	1
YKL068W	NUP100	XI	310199	313078	+	protein_coding	coding	2879	0.407	1
tH(GUG)K		XI	313401	313472	-	tRNA	snoncoding	71	0.479	1
YKL067W	YNK1	XI	314812	315273	+	protein_coding	coding	461	0.397	1
YKL066W		XI	315281	315724	+	protein_coding	coding	443	0.388	1
YKL065W-A		XI	315954	316175	+	protein_coding	coding	221	0.308	1
YKL065C	YET1	XI	316437	317057	-	protein_coding	coding	620	0.381	1
YKL064W	MNR2	XI	317764	320673	+	protein_coding	coding	2909	0.395	1
YKL063C		XI	321015	321518	-	protein_coding	coding	503	0.358	1
YKL062W	MSN4	XI	323228	325120	+	protein_coding	coding	1892	0.394	1
YKL061W	BLI1	XI	325771	326112	+	protein_coding	coding	341	0.349	1
YKL060C	FBA1	XI	326408	327487	-	protein_coding	coding	1079	0.452	1
YKL059C	MPE1	XI	328118	329443	-	protein_coding	coding	1325	0.426	1
YKL058W	TOA2	XI	330166	330534	+	protein_coding	coding	368	0.413	1
YKL057C	NUP120	XI	330856	333969	-	protein_coding	coding	3113	0.341	1
YKL056C	TMA19	XI	334412	334915	-	protein_coding	coding	503	0.431	1
YKL055C	OAR1	XI	335321	336157	-	protein_coding	coding	836	0.417	1
YKL054C	DEF1	XI	336537	338753	-	protein_coding	coding	2216	0.408	1
YKL053C-A	MDM35	XI	339182	339442	-	protein_coding	coding	260	0.427	1
YKL053W		XI	339572	339946	+	protein_coding	coding	374	0.447	1
YKL052C	ASK1	XI	339668	340546	-	protein_coding	coding	878	0.462	1
YKL051W	SFK1	XI	341312	342373	+	protein_coding	coding	1061	0.426	1
YKL050C		XI	342852	345620	-	protein_coding	coding	2768	0.411	1
YKL049C	CSE4	XI	346075	346764	-	protein_coding	coding	689	0.396	1
YKL048C	ELM1	XI	347214	349136	-	protein_coding	coding	1922	0.382	1
YKL047W	ANR2	XI	349463	351013	+	protein_coding	coding	1550	0.367	1
YKL046C	DCW1	XI	351275	352624	-	protein_coding	coding	1349	0.428	1
YKL045W	PRI2	XI	353493	355079	+	protein_coding	coding	1586	0.388	1
YKL044W	MMO1	XI	356322	356642	+	protein_coding	coding	320	0.391	1
YKL043W	PHD1	XI	356748	357848	+	protein_coding	coding	1100	0.445	1
YKL042W	SPC42	XI	358475	359566	+	protein_coding	coding	1091	0.389	1
YKL041W	VPS24	XI	360143	360817	+	protein_coding	coding	674	0.393	1
YKL040C	NFU1	XI	361058	361828	-	protein_coding	coding	770	0.375	1
YKL039W	PTM1	XI	362622	364193	+	protein_coding	coding	1571	0.388	1
snR69	SNR69	XI	364776	364876	+	snoRNA	snoncoding	100	0.380	1
YKL038W	RGT1	XI	365605	369117	+	protein_coding	coding	3512	0.424	1
YKL037W	AIM26	XI	369365	369721	+	protein_coding	coding	356	0.500	1
YKL036C		XI	369528	369920	-	protein_coding	coding	392	0.434	1
YKL035W	UGP1	XI	369891	371390	+	protein_coding	coding	1499	0.415	1
YKL034W	TUL1	XI	371829	374105	+	protein_coding	coding	2276	0.388	1
YKL033W-A		XI	374505	375215	+	protein_coding	coding	710	0.406	1
YKL033W	TTI1	XI	375456	378572	+	protein_coding	coding	3116	0.358	1
tV(AAC)K2		XI	379680	379753	+	tRNA	snoncoding	73	0.521	1
YKL032C	IXR1	XI	380065	381858	-	protein_coding	coding	1793	0.451	1
YKL031W		XI	382072	382485	+	protein_coding	coding	413	0.465	1
YKL030W		XI	382498	383103	+	protein_coding	coding	605	0.413	1
YKL029C	MAE1	XI	382716	384725	-	protein_coding	coding	2009	0.472	1
YKL028W	TFA1	XI	385758	387206	+	protein_coding	coding	1448	0.398	1
YKL027W	TCD2	XI	387562	388905	+	protein_coding	coding	1343	0.410	1
YKL026C	GPX1	XI	389380	389883	-	protein_coding	coding	503	0.376	1
YKL025C	PAN3	XI	390240	392279	-	protein_coding	coding	2039	0.367	1
YKL024C	URA6	XI	392526	393140	-	protein_coding	coding	614	0.456	1
YKL023C-A		XI	393146	393373	-	protein_coding	coding	227	0.383	1
YKL023W		XI	393721	394554	+	protein_coding	coding	833	0.411	1
YKL022C	CDC16	XI	394726	397248	-	protein_coding	coding	2522	0.387	1
YKL021C	MAK11	XI	397344	398750	-	protein_coding	coding	1406	0.371	1
YKL020C	SPT23	XI	398832	402080	-	protein_coding	coding	3248	0.395	1
YKL019W	RAM2	XI	402568	403518	+	protein_coding	coding	950	0.455	1
YKL018C-A		XI	403580	403879	-	protein_coding	coding	299	0.441	1
YKL018W	SWD2	XI	404102	405091	+	protein_coding	coding	989	0.393	1
YKL017C	HCS1	XI	405190	407241	-	protein_coding	coding	2051	0.371	1
YKL016C	ATP7	XI	407465	407989	-	protein_coding	coding	524	0.399	1
YKL015W	PUT3	XI	408544	411483	+	protein_coding	coding	2939	0.357	1
YKL014C	URB1	XI	411619	416913	-	protein_coding	coding	5294	0.346	1
YKL013C	ARC19	XI	417508	418023	-	protein_coding	coding	515	0.390	1
YKL012W	PRP40	XI	418310	420061	+	protein_coding	coding	1751	0.385	1
YKL011C	CCE1	XI	420155	421216	-	protein_coding	coding	1061	0.349	1
YKL010C	UFD4	XI	421424	425875	-	protein_coding	coding	4451	0.376	1
YKL009W	MRT4	XI	426242	426952	+	protein_coding	coding	710	0.385	1
YKL008C	LAC1	XI	427295	428551	-	protein_coding	coding	1256	0.371	1
YKL007W	CAP1	XI	429302	430108	+	protein_coding	coding	806	0.385	1
YKL006C-A	SFT1	XI	430198	430632	-	protein_coding	coding	434	0.380	1
snR87	SNR87	XI	431030	431138	-	snoRNA	snoncoding	108	0.352	1
YKL006W	RPL14A	XI	431906	432720	+	protein_coding	coding	814	0.389	1
YKL005C	BYE1	XI	433093	434877	-	protein_coding	coding	1784	0.390	1
YKL004W	AUR1	XI	435580	436785	+	protein_coding	coding	1205	0.407	1
YKL003C	MRP17	XI	437097	437492	-	protein_coding	coding	395	0.382	1
YKL002W	DID4	XI	437778	438544	+	protein_coding	coding	766	0.401	1
YKL001C	MET14	XI	438777	439385	-	protein_coding	coding	608	0.396	1
YKR001C	VPS1	XI	440608	442722	-	protein_coding	coding	2114	0.383	1
YKR002W	PAP1	XI	443232	444938	+	protein_coding	coding	1706	0.390	1
YKR003W	OSH6	XI	445381	446727	+	protein_coding	coding	1346	0.381	1
YKR004C	ECM9	XI	446799	448036	-	protein_coding	coding	1237	0.323	1
YKR005C		XI	448521	450167	-	protein_coding	coding	1646	0.392	1
YKR006C	MRPL13	XI	450423	451217	-	protein_coding	coding	794	0.397	1
YKR007W	MEH1	XI	451434	451988	+	protein_coding	coding	554	0.455	1
YKR008W	RSC4	XI	452201	454078	+	protein_coding	coding	1877	0.347	1
YKR009C	FOX2	XI	454352	457054	-	protein_coding	coding	2702	0.410	1
tL(CAA)K		XI	458557	458670	+	tRNA	snoncoding	113	0.460	1
YKR010C	TOF2	XI	458924	461239	-	protein_coding	coding	2315	0.369	1
YKR011C	YKR011C	XI	461635	462696	-	protein_coding	coding	1061	0.357	1
YKR012C		XI	463739	464116	-	protein_coding	coding	377	0.401	1
YKR013W	PRY2	XI	463959	464948	+	protein_coding	coding	989	0.477	1
YKR014C	YPT52	XI	465367	466071	-	protein_coding	coding	704	0.381	1
YKR015C		XI	466961	468667	-	protein_coding	coding	1706	0.366	1
YKR016W		XI	469717	471339	+	protein_coding	coding	1622	0.375	1
YKR017C	HEL1	XI	471694	473349	-	protein_coding	coding	1655	0.371	1
YKR018C		XI	473723	475900	-	protein_coding	coding	2177	0.404	1
YKR019C	IRS4	XI	476216	478063	-	protein_coding	coding	1847	0.431	1
YKR020W	VPS51	XI	478338	478832	+	protein_coding	coding	494	0.395	1
YKR021W	ALY1	XI	479234	481981	+	protein_coding	coding	2747	0.394	1
YKR022C	NTR2	XI	482171	483139	-	protein_coding	coding	968	0.380	1
YKR023W		XI	483419	485011	+	protein_coding	coding	1592	0.378	1
YKR024C	DBP7	XI	485144	487372	-	protein_coding	coding	2228	0.396	1
YKR025W	RPC37	XI	487770	488618	+	protein_coding	coding	848	0.430	1
YKR026C	GCN3	XI	488738	489655	-	protein_coding	coding	917	0.398	1
tR(ACG)K		XI	490968	491040	+	tRNA	snoncoding	72	0.597	1
YKR027W	BCH2	XI	491364	493661	+	protein_coding	coding	2297	0.374	1
YKR028W	SAP190	XI	494257	497358	+	protein_coding	coding	3101	0.382	1
YKR029C	SET3	XI	497578	499833	-	protein_coding	coding	2255	0.364	1
YKR030W	GMH1	XI	500282	501103	+	protein_coding	coding	821	0.347	1
YKR031C	SPO14	XI	501344	506395	-	protein_coding	coding	5051	0.373	1
YKR032W		XI	506517	506831	+	protein_coding	coding	314	0.398	1
YKR033C		XI	506879	507304	-	protein_coding	coding	425	0.440	1
YKR034W	DAL80	XI	506898	507707	+	protein_coding	coding	809	0.435	1
YKR035C	OPI8	XI	507920	508561	-	protein_coding	coding	641	0.407	1
YKR035W-A	DID2	XI	507939	508553	+	protein_coding	coding	614	0.409	1
YKR036C	CAF4	XI	508702	510633	-	protein_coding	coding	1931	0.397	1
YKR037C	SPC34	XI	510910	511797	-	protein_coding	coding	887	0.402	1
YKR038C	KAE1	XI	511999	513159	-	protein_coding	coding	1160	0.441	1
tD(GUC)K		XI	513332	513403	-	tRNA	snoncoding	71	0.563	1
YKR039W	GAP1	XI	515063	516871	+	protein_coding	coding	1808	0.429	1
tA(AGC)K2		XI	517988	518060	+	tRNA	snoncoding	72	0.639	1
YKR040C		XI	518063	518566	-	protein_coding	coding	503	0.408	1
YKR041W		XI	518198	518950	+	protein_coding	coding	752	0.479	1
YKR042W	UTH1	XI	519527	520624	+	protein_coding	coding	1097	0.505	1
YKR043C	SHB17	XI	520897	521712	-	protein_coding	coding	815	0.471	1
YKR044W	UIP5	XI	522015	523346	+	protein_coding	coding	1331	0.424	1
YKR045C		XI	523418	523969	-	protein_coding	coding	551	0.479	1
YKR046C	PET10	XI	524223	525074	-	protein_coding	coding	851	0.481	1
YKR047W		XI	525257	525562	+	protein_coding	coding	305	0.436	1
YKR048C	NAP1	XI	525387	526640	-	protein_coding	coding	1253	0.511	1
YKR049C	FMP46	XI	526830	527231	-	protein_coding	coding	401	0.506	1
YKR050W	TRK2	XI	527815	530484	+	protein_coding	coding	2669	0.451	1
YKR051W		XI	530946	532202	+	protein_coding	coding	1256	0.374	1
YKR052C	MRS4	XI	532550	533464	-	protein_coding	coding	914	0.423	1
YKR053C	YSR3	XI	534067	535281	-	protein_coding	coding	1214	0.427	1
YKR054C	DYN1	XI	535647	547925	-	protein_coding	coding	12278	0.369	1
YKR055W	RHO4	XI	548216	549091	+	protein_coding	coding	875	0.405	1
YKR056W	TRM2	XI	549448	551367	+	protein_coding	coding	1919	0.382	1
YKR057W	RPS21A	XI	551657	552242	+	protein_coding	coding	585	0.379	1
YKR058W	GLG1	XI	552770	554620	+	protein_coding	coding	1850	0.386	1
YKR059W	TIF1	XI	554987	556174	+	protein_coding	coding	1187	0.404	1
YKR060W	UTP30	XI	556518	557342	+	protein_coding	coding	824	0.367	1
YKR061W	KTR2	XI	557677	558954	+	protein_coding	coding	1277	0.385	1
snR42	SNR42	XI	559016	559366	-	snoRNA	snoncoding	350	0.357	1
YKR062W	TFA2	XI	559666	560652	+	protein_coding	coding	986	0.401	1
YKR063C	LAS1	XI	560789	562297	-	protein_coding	coding	1508	0.375	1
YKR064W	OAF3	XI	562547	565138	+	protein_coding	coding	2591	0.350	1
YKR065C	PAM17	XI	565299	565892	-	protein_coding	coding	593	0.415	1
YKR066C	CCP1	XI	566113	567198	-	protein_coding	coding	1085	0.481	1
YKR067W	GPT2	XI	567918	570149	+	protein_coding	coding	2231	0.403	1
YKR068C	BET3	XI	570328	570909	-	protein_coding	coding	581	0.386	1
YKR069W	MET1	XI	571612	573393	+	protein_coding	coding	1781	0.412	1
YKR070W		XI	573574	574632	+	protein_coding	coding	1058	0.405	1
YKR071C	DRE2	XI	574934	575980	-	protein_coding	coding	1046	0.376	1
YKR072C	SIS2	XI	576435	578123	-	protein_coding	coding	1688	0.435	1
YKR073C		XI	578187	578507	-	protein_coding	coding	320	0.400	1
tK(UUU)K		XI	578965	579060	+	tRNA	snoncoding	95	0.505	1
YKR074W	AIM29	XI	579209	579676	+	protein_coding	coding	467	0.366	1
YKR075C		XI	579827	580750	-	protein_coding	coding	923	0.401	1
YKR075W-A		XI	580212	580481	+	protein_coding	coding	269	0.390	1
YKR076W	ECM4	XI	582283	583395	+	protein_coding	coding	1112	0.415	1
YKR077W	MSA2	XI	583653	584744	+	protein_coding	coding	1091	0.408	1
YKR078W		XI	584952	586709	+	protein_coding	coding	1757	0.356	1
YKR079C	TRZ1	XI	586789	589305	-	protein_coding	coding	2516	0.362	1
YKR080W	MTD1	XI	590395	591357	+	protein_coding	coding	962	0.397	1
YKR081C	RPF2	XI	591506	592540	-	protein_coding	coding	1034	0.381	1
YKR082W	NUP133	XI	592825	596298	+	protein_coding	coding	3473	0.354	1
YKR083C	DAD2	XI	596421	596822	-	protein_coding	coding	401	0.364	1
YKR084C	HBS1	XI	597055	598890	-	protein_coding	coding	1835	0.396	1
YKR085C	MRPL20	XI	599094	599681	-	protein_coding	coding	587	0.446	1
YKR086W	PRP16	XI	599857	603072	+	protein_coding	coding	3215	0.383	1
YKR087C	OMA1	XI	603195	604232	-	protein_coding	coding	1037	0.383	1
YKR088C	TVP38	XI	604405	605418	-	protein_coding	coding	1013	0.372	1
YKR089C	TGL4	XI	605633	608365	-	protein_coding	coding	2732	0.398	1
YKR090W	PXL1	XI	608946	611066	+	protein_coding	coding	2120	0.415	1
YKR091W	SRL3	XI	611525	612265	+	protein_coding	coding	740	0.439	1
YKR092C	SRP40	XI	612665	613885	-	protein_coding	coding	1220	0.449	1
YKR093W	PTR2	XI	615730	617535	+	protein_coding	coding	1805	0.414	1
YKR094C	RPL40B	XI	617996	618750	-	protein_coding	coding	754	0.363	1
YKR095W	MLP1	XI	619805	625432	+	protein_coding	coding	5627	0.349	1
YKR095W-A	PCC1	XI	625864	626205	+	protein_coding	coding	341	0.413	1
YKR096W	ESL2	XI	626793	630380	+	protein_coding	coding	3587	0.374	1
YKR097W	PCK1	XI	631152	632801	+	protein_coding	coding	1649	0.415	1
YKR098C	UBP11	XI	633026	635179	-	protein_coding	coding	2153	0.361	1
YKR099W	BAS1	XI	635851	638286	+	protein_coding	coding	2435	0.400	1
YKR100C	SKG1	XI	638901	639968	-	protein_coding	coding	1067	0.395	1
YKR101W	SIR1	XI	640540	642504	+	protein_coding	coding	1964	0.368	1
YKR102W	FLO10	XI	646356	649865	+	protein_coding	coding	3509	0.440	1
YKR103W	NFT1	XI	653080	656736	+	protein_coding	coding	3656	0.369	1
YKR104W	YKR104W	XI	656836	657756	+	protein_coding	coding	920	0.364	1
YKR105C	VBA5	XI	658716	660464	-	protein_coding	coding	1748	0.402	1
YKR106W	GEX2	XI	661442	663289	+	protein_coding	coding	1847	0.403	1
YEL077C		V	264	4097	-	protein_coding	coding	3833	0.460	1
YEL077W-A		V	630	1112	+	protein_coding	coding	482	0.450	1
YEL076C-A		V	4185	5114	-	protein_coding	coding	929	0.442	1
YEL076C		V	4464	5114	-	protein_coding	coding	650	0.438	1
YEL075W-A	YEL075W-A	V	4870	5481	+	protein_coding	coding	611	0.444	1
YEL075C		V	5345	5713	-	protein_coding	coding	368	0.399	1
YEL074W		V	6126	6464	+	protein_coding	coding	338	0.399	1
YEL073C		V	7230	7553	-	protein_coding	coding	323	0.402	1
YEL072W	RMD6	V	13720	14415	+	protein_coding	coding	695	0.365	1
YEL071W	DLD3	V	16355	17845	+	protein_coding	coding	1490	0.402	1
YEL070W	DSF1	V	19589	21097	+	protein_coding	coding	1508	0.448	1
YEL069C	HXT13	V	21537	23231	-	protein_coding	coding	1694	0.423	1
YEL068C		V	25646	25978	-	protein_coding	coding	332	0.422	1
YEL067C		V	26189	26776	-	protein_coding	coding	587	0.440	1
YEL066W	HPA3	V	26667	27206	+	protein_coding	coding	539	0.475	1
YEL065W	SIT1	V	27657	29543	+	protein_coding	coding	1886	0.401	1
YEL064C	AVT2	V	29797	31239	-	protein_coding	coding	1442	0.373	1
YEL063C	CAN1	V	31694	33466	-	protein_coding	coding	1772	0.410	1
YEL062W	NPR2	V	34407	36254	+	protein_coding	coding	1847	0.369	1
YEL061C	CIN8	V	36535	39537	-	protein_coding	coding	3002	0.354	1
YEL060C	PRB1	V	40046	41953	-	protein_coding	coding	1907	0.468	1
